"устройство хорошее, ему не нужны характеристики конкурентов, главное, что под свою ос он заточен идеально, работает хорошо, а после обновлений 8.0.1 и 8.0.2 многие баги уйдут. брать стоит, но конечная стоимость высоковата, учитывая, что американцам он как стоил эти 700 баксов, так и стоит. а увеличение дисплея для меня и плюс и минус. осень/зима по москве особо не поездишь, в метро одной рукой уже не до каждого угла экрана достанешь.",POS
"сразу скажу,что это не отзыв а совет людям,которые рассматривают данный телефон и заинтересованы в покупке.рассказывать обо всех плюсах и минусах я не буду.отзывов  и обзоров полно.
 телефон шикарный,минусы компенсируются плюсами.но вот одна проблема:цена кусается.более 30000 рублей!я не советую брать данный телефон в 2018 году,т.к есть замечательный iphone se(для тех кто в танке,se-тот же самый iphone 6s,но в корпусе iphone 5s.только у него touch id первого поколения,фронтальная камера не 5mp,а 1.2mp и отсутствует taptic engine.и стоит эта радость +-20000!даже за 18 найти можно.а если вам очень нужно пяти мегапиксельную фронтален,touch id второго поколения,taptic engine и большой экран то берите 6s.но учтите,можно подкопить и взять уже 7.",POS
"очень сильно разочарован компанией sony. испортил впечатления от нового телефона то, что после покупки пришлось на ремонт отдать. разговорный микрофон заменить. на день зарядки еле хватает.",NEG
"возвращаюсь к sony после нескольких экспериментов, и пока полностью им доволен. не сказать, что я в восторге от этого недешёвого аппарата, но всё же и не подумаю искать замену, да и альтернатив ему попросту нет. многие пожалуются на hd экран вместо fullhd, но на деле это пустые придирки - на таком экране всё прекрасно и четко видно, плюс из-за лишних пикселей пришлось бы ощутимо пожертвовать автономностью. тем, кто хочет компактный аппарат, которым можно спокойно пользоваться в одной руке, да ещё и с бешеной начинкой, добротной камерой и хорошим звучанием в приправку с отличным брендом - однозначно брать!",POS
"в целом аппарат отличный! могу смело рекомендовать к покупке, посмотрим, как со временем себя покажет. уже кстати за 2 недели использования пару раз летал у меня в машине с держателя для телефона - ничего, выжил, ни царапинки. насчёт наушников и адаптера для быстрой зарядки скорее придирки, мне это не критично, но согласитесь, было бы приятно видеть всё это из коробки, когда 40к выкладываешь за телефон.",POS
"в целом, за 300 с небольшим баксов вполне вменяемая цена для данного аппарата. к скорости работы вопросов нет. батарею держит в среднем около суток - маловато. прошивка с мелкими багами. камера снимает не плохо, но могла бы и лучше - опять же проблема по.до этого был z3 compact, к нему претензий было на порядок меньше.",POS
"после старой соньки z3 compact хотела только соню. яблоко - нет, спасибо, проходили. у мужа самсунг,  склонял к а8 (он дешевле на несколько тысяч).
но я все равно купила этот маленький xz1.
интерфейс поменялся. нет быстрого доступа к калькулятору и фото экрана. непонятно зачем убрали.
аккумулятор - судить рано, год поюзаю - тогда можно об этом говорить. 
фронталка широкоуголная - да, прикольная штука. 
пока все нравится. посмотрим. 
z3 прожил всего 2,8 года. сломался тачскрин,  можно конечно было просто его заменить, так как в остальном рабочий телефон. до него айфон прожил примерно столько же.",POS
"создается впечатление что компания сильно сдает. выезжает только на популярности бренда. аппарыты выпущеные в продажу не проработаны и плохо продуманы, появилось много косяков недопустимые для аппарата такой компании и за такие деньги! на основании вышеперечисленного хочется сказать компании apple: вы либо качество поднимите, либо цену снизьте, либо народ потянется в скором времени на андроид, благо что сейчас выбора моделей с весьма приличными характеристиками и невысокой ценой предостаточно!",NEG
"apple это качественная вещь, и бренд тут не причем, я перепробовала много телефонов, но ios самая лучшая система, без геморроев, да, есть платные вещи - как музыка, но вы и получаете качественный товар и навсегда привязанный к вашему аккаунту!",POS
"стоит ли покупать аппарат за 650$ для звонков, (с)ебяшек и сидения вконтактике? однозначно нет. хотя если вы хотите кому-то показать свою зажиточность и #янетакаякаквсе - все же обязательно (правда с развитием кредитных программ, купить его может любой тракторист (абстрактно, ничего против этих ребят не имею) но кто на это смотрит :)). однако если вы пользователь любого mac (особенно mac), ipad и прочих яблодевайсов - покупка обязательна. единая экосистема apple значительно упрощает жизнь.  специально не писал отзыв до выхода os x yosemite, т.к. хотел попробовать continuity в действии. очень крутые фичи, дроид пока такого не умеет и вряд ли сумеет в обозримом будущем. 1 гб оперативки + а8 - за глаза. если любите меряться пис... эээ, гигабайтами - аппарат не для вас. эргономика: на любителя. привыкнув к четким граням iphone начиная с 4го, шестерка кажется какой-то ""неайфонной"", что ли. вообще, вы очень немного потеряете, взяв 5s, а не 6. стоит дешевле (у нас), по возможностям практически не проигрывает.",POS
"телефон больше модный,мажорный чем прогрессивный.качество сборки на уровне дешевых аппаратов.",NEG
"очень понравился телефон в использовании, мне 16 гигов в принципе хватает, т.к. фотки постоянно чищу, в игры не играю, для музыки места предостаточно. нравится дизайн, причём не только телефона, но и его начинки: приложения, меню, программы - у всего этого отличный стиль. телефон смотрится красиво и дорого. фотографии получаются просто божественные, не нужна никакая обработка вообще, качество на уровне! интернет летает, всё быстро загружает. приложения не тупят и не вылетают, система работает слаженно, практически идеально. довольна покупкой, цена, конечно, высока, но такая вещь несомненно стоит денег.",POS
"в целом телефон полностью устраивает. не сказал бы, чтобы плохо держит батарею, но и не могу сказать, что держит долго. к ios привык, раньше эта система вообще не нравилась, сейчас стала более менее открытой. а вот на счёт цены с многими не соглашусь. как по мне - так цена оправдывает то, что я получил из коробки. если учитывать, что рубль уже не 30, как раньше - то цена стоит адекватная. это флагман, чего вы хотели?",POS
"купил буквально на днях. отзыв пишу вообще первый раз про технику, по причине того,что слишком много незаслуженного негатива про сей гаджет написано. яблочным фанатом не являюсь, из айфонов был 4-й и 5-й, s серии как-то прошли стороной, были htc one, lg g3, ну и так по мелочи типа блэкберри,нокии и тп. почему вернулся к айфон, - все-таки надежная железка. допилят софт и будет то, что надо. приятно удивлен качеством принятия сигнала. на рабочем месте ни один телефон из перечисленных, кроме нокии ,нормально не ловил. а уж о 3g вообще молчу- приходилось выходить на улицу. здесь ловит и отлично загружает страницы интернета даже с двумя кубиками на индикаторе уровня сигнала. wi-fi так же без нареканий, загрузки осуществляются быстро. touch id работает отлично. качество речи в динамике отличное, даже можно сделать минимальную громкость и будет все отлично слышно.в наушниках (подключал самые простые) звук  приличный, есть регулировка эквалайзером на свой вкус. стекло экрана при касании вызывает какой-то детский восторг:) сам аппарат по ощущениям монолитен, а металл приятно холодит руку. оригинальный чехол а-ля кожа, очень даже качественный, легкий и не портит вид телефона. надеюсь, сей гаджет продержится у меня до появления s-серии.первые дни использования батарея держит в режиме работы(интернет, звонки, вибер, скайп с видео режимом, ватсап, загрузки фото, музыки,съемка видео и тд) - проработал больше суток. то есть, утром часов в 8.00 снимал на 100% заряженным, до ночи оставалось заряда примерно       30 %. на следующее утро тоже его мучал активно и батарея обнулилась только около 10.30 утра. сравниваю с htc one- батарея у айфона реально дольше держит, но до lg g3 не дотягивает, естественно.с предыдущими 4 и 5 айфонами даже сравнивать не хочу. прогресс батарейки- налицо. вообщем никого не слушайте и если нравится- покупайте. жалеть не будете. если кажется дорого- есть много достойных альтернатив. но по тактильным ощущениям айфон 6, конечно, впереди планеты всей:)",POS
